HSNCode,Description of Goods,CGST,SGST,IGST
8204,"Hand-operated    spanners and wrenches (including torque meter wrenches but not including tap    wrenches); interchangeable spanner sockets, with or without handles",9,9,18
8205,"Hand    tools (including glaziers` diamonds), not elsewhere specified or included;    blow lamps; vices, clamps and the like, other than accessories for and parts    of, machine-tools or water-jet cutting machines; anvils; portable forges;    hand or pedal-operated grinding wheels with frameworks",9,9,18
8206,"Tools of two or    more of the headings 8202 to 8205, put up in sets for retail sale",9,9,18
8207,"Interchangeable    tools for hand tools, whether or not power-operated, or for machine-tools    (for example, for pressing, stamping, punching, tapping, threading, drilling,    boring, broaching, milling, turning or screw driving), including dies for    drawing or extruding metal, and rock drilling or earth boring tools ",9,9,18
8208,"Knives    and cutting blades, for machines or for mechanical appliances",9,9,18
8209,"Plates,    sticks, tips and the like for tools, unmounted, of cermets",9,9,18
8211,"Knives    with cutting blades, serrated or not (including pruning knives), other than    knives of heading 8208, and blades therefor",6,6,12
8212,Razors    and razor blades (including razor blade blanks in strips),9,9,18
8214,"Other    articles of cutlery (for example, hair clippers, butchers` or kitchen    cleavers, choppers and mincing knives,); manicure or pedicure sets and    instruments (including nail files) [other than paper knives, pencil    sharpeners and blades therefor]",9,9,18
8215,"Spoons,    forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar    tongs and similar kitchen or tableware",6,6,12
8301,"Padlocks    and locks (key, combination or electrically operated), of base metal; clasps    and frames with clasps, incorporating locks, of base metal; keys for any of    the foregoing articles, of base metal",9,9,18
8302,"Base    metal mountings, fittings and similar articles suitable for furniture, doors,    staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or    the like; base metal hat-racks, hat-pegs, brackets and similar fixtures;    castors with mountings of base metal; automatic door closers of base metal",9,9,18
8303,"Armoured    or reinforced safes, strong-boxes and doors and safe deposit lockers for    strong-rooms, cash or deed boxes and the like, of base metal",9,9,18
8304,"Filing    cabinets, card-index cabinets, paper trays, paper rests, pen trays,    office-stamp stands and similar office or desk equipment, of base metal,    other than office furniture of heading 9403",9,9,18
8305,"Fittings    for loose-leaf binders or files, letter clips, letter corners, paper clips,    indexing tags and similar office articles, of base metal; staples in strips    (for example, for offices, upholstery, packaging), of base metal",9,9,18
8306,"Bells,    gongs and the like, non-electric, of base metal; statuettes and other    ornaments, of base metal; photograph, picture or similar frames, of base    metal; mirrors of base metal; metal bidriware",6,6,12
8307,"Flexible    tubing of base metal, with or without fittings",9,9,18
8308,"Clasps,    frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the    like, of base metal, of a kind used for clothing or clothing accessories,    footwear, jewellery, wrist watches, books, awnings, leather goods, travel    goods or saddlery or for other made up articles; tubular or bifurcated    rivets, of base metal; beads and spangles, of base metal",9,9,18
8309,"Stoppers,    caps and lids (including crown corks, screw caps and pouring stoppers),    capsules for bottles, threaded bungs, bung covers, seals and other packing    accessories, of base metal",9,9,18
8310,"Sign-plates,    name-plates, address-plates and similar plates, numbers, letters and other    symbols, of base metal, excluding those of heading 9405",9,9,18
8311,"Wire,    rods, tubes, plates, electrodes and similar products, of base metal or of    metal carbides, coated or cored with flux material, of a kind used for    soldering, brazing, welding or deposition of metal or of metal carbides; wire    and rods, of agglomerated base metal powder, used for metal spraying",9,9,18
8401,"Fuel    elements (cartridges), non-irradiated, for nuclear reactors",6,6,12
8402,Steam    or other vapour generating boilers (other than central heating hot water    boilers capable also of producing low pressure steam)  super-heated water    boilers,9,9,18
8403,Central    heating boilers other than those of heading 8402,9,9,18
8404,"Auxiliary    plant for use with boilers of heading 8402 or 8403 (for example, economisers,    super-heaters, soot removers, gas recoverers); condensers for steam or other    vapour power units",9,9,18
8405,"Producer    gas or water gas generators, with or without their purifiers; acetylene gas    generators and similar water process gas generators, with or without their    purifiers",9,9,18
8406,Steam    turbines and other vapour turbines,9,9,18
8407,Spark-ignition    reciprocating or rotary internal combustion piston engine [other than    aircraft engines],14,14,28
8408,Compression-ignition    internal combustion piston engines (diesel or semi-diesel engines),14,14,28
8409,Parts    suitable for use solely or principally with the engines of heading 8407 or    8408,14,14,28
8410,"Hydraulic    turbines, water wheels, and regulators therefor",9,9,18
8411,Aircraft    engines,2.5,2.5,5
8412,"Other    engines and motors (Reaction engines other than turbo jets, Hydraulic power    engines and motors, Pneumatic power engines and motors, other, parts) [other    than wind turbine or engine]",9,9,18
8413,"Pumps    for dispensing fuel or lubricants of the type used in filling stations or    garages [8413 11], Fuel, lubricating or cooling medium pumps for internal    combustion piston engines [8413 30] ",14,14,28
8414,"Air    or vacuum pumps, air or other gas compressors and fans; ventilating or    recycling hoods incorporating a fan, whether or not fitted with filters other    than bicycle pumps, other hand pumps and parts of air or vacuum pumps and    compressors of bicycle pumps",9,9,18
8415,"Air-conditioning    machines, comprising a motor-driven fan and elements for changing the    temperature and humidity, including those machines in which the humidity    cannot be separately regulated",14,14,28
8416,"Furnace    burners for liquid fuel, for pulverised solid fuel or for gas; mechanical    stokers, including their mechanical grates, mechanical ash dischargers and    similar appliances",9,9,18
8417,"Industrial    or laboratory furnaces and ovens, including incinerators, non-electric",9,9,18
8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps 
other than air conditioning machines of heading 8415",9,9,18
8419,"Machinery,    plant or laboratory equipment, whether or not electrically heated (excluding    furnaces, ovens and other equipment of heading 8514),  for the treatment of materials by a process    involving a change of temperature such as heating, cooking, roasting,  distilling, rectifying, sterilising,    pasteurising, steaming, drying, evaporating, vaporising, condensing or    cooling, other than machinery or plant of a kind used for domestic purposes;    instantaneous or storage water heaters,non-electric other than Solar water    heater and system",9,9,18
8420,"Calendering    or other rolling machines, other than for metals or glass, and cylinders    therefor [other than Hand operated rubber roller]",9,9,18
8421,"Centrifuges,    including centrifugal dryers; filtering or purifying machinery and apparatus,    for liquids or gases",9,9,18
8422,"Dish    washing machines, household [8422 11 00] and other [8422 19 00]",14,14,28
8423,"Weighing    machinery (excluding balances of a sensitivity of 5 centigrams or better),    including weight operated counting or checking machines; weighing machine    weights of all kinds ",9,9,18
8424,"Mechanical    appliances (whether or not hand-operated) for projecting, dispersing or    spraying liquids or powders; fire extinguishers, whether or not charged;    spray guns and similar appliances; steam or sand blasting machines and    similar jet projecting machines [other than sprinklers; drip irrigation    systems including laterals; mechanical sprayer; Nozzles for drip irrigation    equipment or nozzles for sprinklers]",9,9,18
8425,Pulley    tackle and hoists other than skip hoists  winches and capstans,9,9,18
8426,"Ship’s    derricks; cranes including cable cranes; mobile lifting frames, straddle    carriers and works trucks fitted with a crane",9,9,18
8427,Fork-lift    trucks  other works trucks fitted with lifting or handling equipment,9,9,18
8428,"Other    lifting, handling, loading or unloading machinery (for example, lifts,    escalators, conveyors, teleferics)",9,9,18
8429,"Self-propelled    bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels,    excavators, shovel loaders, tamping machines and road rollers",9,9,18
8430,"Other    moving, grading, levelling, scraping, excavating, tamping, compacting,    extracting or boring machinery, for earth, minerals or ores; pile-drivers and    pile-extractors; snow-ploughs and snow-blowers",9,9,18
8431,Parts    suitable for use solely or principally with the machinery of headings 8425 to    8430,9,9,18
8432,"Agricultural,    horticultural or forestry machinery for soil preparation or cultivation; lawn    or sports-ground rollers[; Parts[8432 90]",6,6,12
8433,"Harvesting    or threshing machinery, including straw or fodder balers; grass or hay    mowers; machines for cleaning, sorting or grading eggs, fruit or other    agricultural produce, other than machinery of heading 8437; parts [8433 90    00]",6,6,12
8434,Milking    machines and dairy machinery,6,6,12
8435,"Presses,    crushers and similar machinery used in the manufacture of wine, cider, fruit    juices or similar beverages",9,9,18
8436,"Other    agricultural, horticultural, forestry, poultry-keeping or bee-keeping    machinery, including germination plant fitted with mechanical or thermal    equipment; poultry incubators and brooders",6,6,12
8437,"Machines for    cleaning, sorting or grading, seed, grain or dried leguminous vegetables;    machinery used in milling industry or for the working of cereals or dried    leguminous vegetables other than farm type machinery and parts thereof",2.5,2.5,5
8438,"Machinery,    not specified or included elsewhere in this Chapter, for the industrial    preparation or manufacture of food or drink, other than machinery for the    extraction or preparation of animal or fixed vegetable fats or oils",9,9,18
8439,Machinery    for making pulp of fibrous cellulosic material or for making or finishing    paper or paperboard,9,9,18
8440,"Book-binding    machinery, including book-sewing machines",9,9,18
8441,"Other    machinery for making up paper pulp, paper or paperboard, including cutting    machines of all kinds",9,9,18
8442,"Machinery,    apparatus and equipment (other than the machines of headings 8456 to 8465)    for preparing or making plates, printing components; plates, cylinders and    lithographic stones, prepared for printing purposes (for example, planed,    grained or polished)",9,9,18
8443,"Printing    machinery used for printing by means of plates, cylinders and other printing    components of heading 84.42; other printers, copying machines and facsimile    machines, whether or not combined; parts and accessories thereof ",9,9,18
8444,"Machines    for extruding, drawing, texturing or cutting man-made textile materials",9,9,18
8445,"Machines    for preparing textile fibres; spinning, doubling or twisting machines and    other machinery for producing textile yarns; textile reeling or winding    (including weft-winding) machines and machines for preparing textile yarns    for use on the machines of heading 8446 or 8447",9,9,18
8446,Weaving    machines (looms),9,9,18
8447,"Knitting    machines, stitch-bonding machines and machines for making gimped yarn, tulle,    lace, embroidery, trimmings, braid or net and machines for tufting",9,9,18
8448,"Auxiliary    machinery for use with machines of heading 84.44, 84.45, 84.46 or 84.47 (for    example, dobbies, Jacquards, automatic stop motions, shuttle changing    mechanisms); parts and accessories suitable for use solely or principally    with the machines of this heading or of heading 8444, 8445,8446 or 8447 (for    example, spindles and spindles flyers, card clothing, combs, extruding    nipples, shuttles, healds and heald frames, hosiery needles)",9,9,18
8449,"Machinery    for the manufacture or finishing of felt or nonwovens in the piece or in    shapes, including machinery for making felt hats; blocks for making hats",9,9,18
8450,"Household    or laundry-type washing machines, including machines which both wash and dry",9,9,18
8451,"Machinery    (other than machines of heading 8450) for washing, cleaning, wringing,    drying, ironing, pressing (including fusing presses), bleaching, dyeing,    dressing, finishing, coating or impregnating textile yarns, fabrics or made    up textile articles and machines for applying the paste to the base fabric or    other support used in the manufacture of floor covering such as linoleum;    machines for reeling, unreeling, folding, cutting or pinking textile fabrics",9,9,18
8452,"Sewing    machines, other than book-sewing machine of heading 8440; furniture, bases    and covers specially designed for sewing machines; sewing machines needles    and parts of sewing machines",6,6,12
8453,"Machinery    for preparing, tanning or working hides, skins or leather or for making or    repairing footwear or other articles of hides, skins or leather, other than    sewing machines",9,9,18
8454,"Converters,    ladles, ingot moulds and casting machines, of a kind used in metallurgy or in    metal foundries",9,9,18
8455,Metal-rolling    mills and rolls therefor,9,9,18
8456,"Machine-tools    for working any material by removal of material, by laser or other light or    photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam,    ionic-beam or plasma arc processes",9,9,18
8457,"Machining    centres, unit construction machines (single station) and multi-station    transfer machines, for working metal",9,9,18
8458,Lathes    (including turning centres) for removing metal,9,9,18
8459,"Machine-tools    (including way-type unit head machines) for drilling, boring, milling,    threading or tapping by removing metal, other than lathes (including turning    centres) of heading 8458",9,9,18
8460,"Machine-tools    for deburring, sharpening, grinding, honing, lapping, polishing or otherwise    finishing metal, or cermets by means of grinding stones, abrasives or    polishing products, other than gear cutting, gear grinding or gear finishing    machines of heading 8461",9,9,18
8461,"Machine-tools    for planing, shaping, slotting, broaching, gear cutting, gear grinding or    gear finishing, sawing, cutting-off and other machine-tools working by    removing metal or cermets, not elsewhere specified or included",9,9,18
8462,"Machine-tools    (including presses) for working metal by forging, hammering or die-stamping;    machine-tools (including presses) for working metal by bending, folding,    straightening, flattening, shearing, punching or notching; presses for    working metal or metal carbides, not specified above",9,9,18
8463,"Other    machine-tools for working metal, or cermets, without removing material",9,9,18
8464,"Machine-tools    for working stone, ceramics, concrete, asbestos-cement or like mineral    materials or for cold working glass",9,9,18
8465,"Machine-tools    (including machines for nailing, stapling, glueing or otherwise assembling)    for working wood, cork, bone, hard rubber, hard plastics or similar hard    materials",9,9,18
8466,"Parts    and accessories suitable for use solely or principally with the machines of    headings 8456 to 8465 including work or tool holders,   self-opening dieheads,   dividing heads and other special    attachments for the machines; tool holders for any type of tool, for working    in the hand",9,9,18
8467,"Tools    for working in the hand, pneumatic, hydraulic or with self-contained electric    or non-electric motor",9,9,18
8468,"Machinery    and apparatus for soldering, brazing or welding, whether or not capable of    cutting, other than those of heading 8512.5; gas-operated surface tempering    machines and appliances",9,9,18
8470,"Calculating    machines and pocket-size data recording, reproducing and displaying machines    with calculating functions; accounting machines, postage-franking machines,    ticket-issuing machines and similar machines, incorporating a calculating    device; cash registers",9,9,18
8471,"Automatic    data processing machines and units thereof; magnetic or optical readers,    machines for transcribing data onto data media in coded form and machines for    processing such data, not elsewhere specified or included",9,9,18
8472,"Other    office machines (for example, hectograph or stencil duplicating machines,    addressing machines, automatic banknote dispensers, coin sorting machines,    coin counting or wrapping machines, pencil sharpening machines, perforating    or stapling machines) [other than Braille typewriters, electric or    non-electric]",9,9,18
8473,"Parts    and accessories (other than covers, carrying cases and the like) suitable for    use solely or principally with machines of headings 8470 to 8472",9,9,18
8474,"Machinery    for sorting, screening, separating, washing, crushing, grinding, mixing or    kneading earth, stone, ores or other mineral substances, in solid (including    powder or paste) form; machinery for agglomerating, shaping or moulding solid    mineral fuels, ceramic paste, unhardened cements, plastering materials or    other mineral products in powder or paste form; machines for forming foundry    moulds of sand",9,9,18
8475,"Machines    for assembling electric or electronic lamps, tubes or valves or flashbulbs,    in glass envelopes; machines for manufacturing or hot working glass or    glassware",9,9,18
8476,"Automatic    goods-vending machines (for example, postage stamps, cigarette, food or    beverage machines), including money changing machines",9,9,18
8477,"Machinery    for working rubber or plastics or for the manufacture of products from these    materials, not specified or included elsewhere in this Chapter",9,9,18
8478,"Machinery    for preparing or making up tobacco, not specified or included elsewhere in    this chapter",9,9,18
8479,Composting    Machines,6,6,12
8480,"Moulding    boxes for metal foundry; mould bases; moulding patterns; moulds for metal    (other than ingot moulds), metal carbides, glass, mineral materials, rubber    or plastics",9,9,18
8481,"Taps,    cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or    the like, including pressure-reducing valves and thermostatically controlled    valves",9,9,18
8482,"Ball bearing, Roller Bearings",9,9,18
8483,"Transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including pulley blocks; clutches and shaft couplings (including universal joints)",9,9,18
8484,"Gaskets    and similar joints of metal sheeting combined with other material or of two    or more layers of metal; sets or assortments of gaskets and similar joints,    dissimilar in composition, put up in pouches, envelopes or similar packings;    mechanical seals",9,9,18
8486,"Machines    and apparatus of a kind used solely or principally for the manufacture of    semiconductor boules or wafers, semiconductor devices, electronic integrated    circuits or flat panel displays; machines and apparatus specified in Note 9    (C) to this Chapter; parts and accessories",9,9,18
8487,"Machinery    parts, not containing electrical connectors, insulators, coils, contacts or    other electrical features not specified or included elsewhere in this chapter",9,9,18
8501,Electric    motors and generators (excluding generating sets),9,9,18
8502,Electric    generating sets and rotary converters,9,9,18
8503,Parts    suitable for use solely or principally with the machines of heading 8501 or    8502,9,9,18
8504,Charger or charging station for Electrically operated vehicles,2.5,2.5,5
8505,"Electro-magnets;    permanent magnets and articles intended to become permanent magnets after    magnetisation; electro-magnetic or permanent magnet chucks, clamps and    similar holding devices; electro-magnetic couplings, clutches and brakes;    electro-magnetic lifting heads",9,9,18
8506,Primary    cells and primary batteries,9,9,18
8507,Lithium-ion accumulators (other than battery) including lithium-ion power bank,9,9,18
8508,Vacuum cleaners,9,9,18
8509,"Electro-mechanical domestic appliances, with selfcontained electric motor, other than vacuum cleaners of heading 8508 [other than wet grinder consisting of stone as a grinder]",9,9,18
8510,"Shavers, hair clippers and hair-removing appliances, with self-contained electric motor",9,9,18
8511,"Electrical    ignition or starting equipment of a kind used for spark-ignition or    compression-ignition internal combustion engines (for example, ignition    magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs,    starter motors); generators (for example, dynamos, alternators) and cut-outs    of a kind used in conjunction with such engines",14,14,28
8512,"Electrical    lighting or signalling equipment (excluding articles of heading 8539),    windscreen wipers, defrosters and demisters, of a kind used for cycles or    motor vehicles",9,9,18
8513,"Portable    electric lamps designed to function by their own source of energy (for    example, dry batteries, accumulators, magnetos), other than lighting    equipment of heading 8512",9,9,18
8514,Industrial    or laboratory electric furnaces and ovens (including those functioning by    induction or dielectric loss)  other industrial or laboratory equipment for    the heat treatment of materials by induction or dielectric loss,9,9,18
8515,"Electric    (including electrically heated gas), laser or other light or photo beam,    ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or    welding machines and apparatus, whether or not capable of cutting; electric    machines and apparatus for hot spraying of metals or cermets",9,9,18
8516,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro thermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 8545",9,9,18
8517,All Goods,9,9,18
8518,"Microphones    and stands therefor; loudspeakers, whether or not mounted in their    enclosures; headphones and earphones, whether or not combined with a    microphone, and sets consisting of a microphone and one or more loudspeakers;    audio-frequency electric amplifiers; electric sound amplifier set",9,9,18
8519,Sound    recording or reproducing apparatus,9,9,18
8521,"Video    recording or reproducing apparatus, whether or not incorporating a video    tuner",9,9,18
8522,Parts    and accessories suitable for use solely or principally with the apparatus of    headings 8519 or 8521,9,9,18
8523,"Discs,    tapes, solid-state non-volatile storage devices, ""smart cards"" and    other media for the recording of sound or of other phenomena, whether or not    recorded, including matrices and masters for the production of discs, but    excluding products of Chapter 37",9,9,18
8525,Digital    cameras and videocamera recorders other than CCTV,14,14,28
8526,"Radar    apparatus, radio navigational aid apparatus and radio remote control    apparatus",9,9,18
8527,"Reception    apparatus for radio-broadcasting, whether or not combined, in the same    housing, with sound recording or reproducing apparatus or a clock”;",9,9,18
8528,Television set (including LCD or LED television) of screen size not exceeding 32 inches,9,9,18
8529,Parts    suitable for use solely or principally with the apparatus of headings 8525 to    8528,9,9,18
8530,"Electrical    signalling, safety or traffic control equipment for railways, tramways,    roads, inland waterways, parking facilities, port installations or airfields    (other than those of heading 8608)",9,9,18
8531,"Electric    sound or visual signalling apparatus (for example, bells, sirens, indicator    panels, burglar or fire alarms), other than those of heading 8512 or 8530",9,9,18
8532,"Electrical    capacitors, fixed, variable or adjustable (pre-set)",9,9,18
8533,"Electrical    resistors (including rheostats and potentiometers), other than heating    resistors",9,9,18
8535,"Electrical    apparatus for switching or protecting electrical circuits, or for making    connections to or in electrical circuits (for example, switches, fuses,    lightning arresters, voltage limiters, surge suppressors, plugs and other    connectors, junction boxes), for a voltage exceeding 1,000 volts",9,9,18
8536,"Electrical    apparatus for switching or protecting electrical circuits, or for making    connections to or in electrical circuits (for example, switches, relays,    fuses, surge suppressors, plugs, sockets, lamp-holders, and other connectors,    junction boxes), for a voltage not exceeding 1,000 volts : connectors for    optical fibres, optical fibre bundles or cables",9,9,18
8537,"Boards,    panels, consoles, desks, cabinets and other bases, equipped with two or more    apparatus of heading 8535 or 8536, for electric control or the distribution    of electricity, including those incorporating instruments or apparatus of    chapter 90, and numerical control apparatus, other than switching apparatus    of heading 8517",9,9,18
8538,"Parts    suitable for use solely or principally with the apparatus of heading 8535,    8536 or 8537",9,9,18
8539,LED lamps,6,6,12
8540,"Thermionic,    cold cathode or photo-cathode valves and tubes (for example, vacuum or vapour    or gas filled valves and tubes, mercury arc rectifying valves and tubes,    cathode-ray tubes, television camera tubes)",9,9,18
8541,"Diodes,  transistors and similar semi-conductor    devices; photosensitive semi-conductor devices; light-emitting diodes  (LED); mounted piezo-electric crystals",9,9,18
8542,Electronic    integrated circuits,9,9,18
8543,"Electrical    machines and apparatus, having individual functions, not specified or    included elsewhere in this Chapter",9,9,18
8544,"Insulated    (including enamelled or anodised) wire, cable (including co-axial cable) and    other insulated electric conductors, whether or not fitted with connectors;    optical fibre cables, made up of individually sheathed fibres, whether or not    assembled with electric conductors or fitted with connectors",9,9,18
8545,"Carbon    electrodes, carbon brushes, Lamp carbons, battery carbons and other articles    of graphite or other carbon, with or without metal, of a kind used for    electrical purposes",9,9,18
8546,Electrical    insulators of any material,9,9,18
8547,"Insulating    fittings for electrical machines, appliances or equipment, being fittings    wholly of insulating material apart from any minor components of metal (for    example, threaded sockets) incorporated during moulding solely for the    purposes of assembly, other than insulators of heading 8546; electrical    conduit tubing and joints therefor, of base metal lined with insulating    material",9,9,18
8548,"Waste and scrap    of primary cells, primary batteries and electric accumulators; spent primary    cells, spent primary batteries and spent electric accumulators; electrical    parts of machinery or apparatus, not specified or included elsewhere in this    Chapter",9,9,18
8601,Rail locomotives powered from an external source of electricity or by electric accumulators,6,6,12
8602,"Other rail locomotives; locomotive tenders; such as Diesel-electric locomotives, Steam locomotives and tenders thereof",6,6,12
8603,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604",6,6,12
8604,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, track liners, testing coaches and track inspection vehicles)",6,6,12
8605,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 8604)",6,6,12
8606,"Railway or tramway goods vans and wagons, not self-propelled",6,6,12
8607,"Parts of railway or tramway locomotives or rolling-stock; such as Bogies, bissel-bogies, axles and wheels, and parts thereof",6,6,12
8608,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing.",6,6,12
8609,Containers    (including containers for the transport of fluids) specially designed and    equipped for carriage by one or more modes of transport [including    refrigerated containers],9,9,18
8701,Tractors    (except road tractors for semi-trailers of engine capacity more than 1800 cc),6,6,12
8702,"Motor    vehicles for the transport of ten or more persons, including the driver    [other than buses for use in public transport, which exclusively run on    Bio-fuels]",14,14,28
8703,"Motor    cars and other motor vehicles principally designed for the transport of    persons (other than those of heading 8702), including station wagons and    racing cars [other than Cars for physically handicapped persons]",14,14,28
8704,Motor    vehicles for the transport of goods [other than Refrigerated motor vehicles],14,14,28
8705,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological unit)",9,9,18
8706,"Chassis    fitted with engines, for the motor vehicles of headings 8701 to 8705",14,14,28
8707,"Bodies    (including cabs), for the motor vehicles of headings 8701 to 8705",14,14,28
8708,"Following    parts of tractors namely:
a. Rear Tractor wheel rim, 
b. tractor centre housing, 
c. tractor housing transmission, 
d. tractor support front axle",9,9,18
8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles",9,9,18
8710,"Tanks    and other armoured fighting vehicles, motorised, whether or not fitted with    weapons, and parts of such vehicles",6,6,12
8711,"Motorcycles    (including mopeds) and cycles fitted with an auxiliary motor, with or without    side-cars; side-cars",14,14,28
8712,"Bicycles    and other cycles (including delivery tricycles), not motorised",6,6,12
8713,"Carriages    for disabled persons, whether or not motorised or otherwise mechanically    propelled",2.5,2.5,5
8714,Parts and accessories of vehicles of headings 8711,14,14,28
8715,Baby    carriages and parts thereof,9,9,18
8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof [other than Self-loading or self-unloading trailers for agricultural purposes, and Hand propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn vehicles]",9,9,18
8801,"Balloons    and dirigibles, gliders and other non-powered aircraft",9,9,18
8802,"Other    aircraft (for example, helicopters, aeroplanes), other than those for    personal use.",2.5,2.5,5
8803,Parts of goods    of heading 8802,2.5,2.5,5
8804,Parachutes    (including dirigible parachutes and paragliders) and rotochutes  parts    thereof and accessories thereto and parts thereof,9,9,18
8805,"Aircraft    launching gear, deck arrestor or similar gear; ground flying trainers and    parts thereof",9,9,18
8901,"Cruise    ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels    for the transport of persons or goods",2.5,2.5,5
8902,Fishing    vessels  factory ships and other vessels for processing or preserving fishery    products,2.5,2.5,5
8903,Yachts    and other vessels for pleasure or sports  rowing boats and canoes,14,14,28
8904,Tugs    and pusher craft,2.5,2.5,5
8905,"Light-vessels,    fire-floats, dredgers, floating cranes and other vessels the navigability of    which is subsidiary to their main function; floating docks; floating or    submersible drilling or production platforms",2.5,2.5,5
8906,"Other    vessels, including warships and lifeboats other than rowing boats",2.5,2.5,5
8907,"Other    floating structures (for example, rafts, tanks, coffer-dams, landing-stages,    buoys and beacons)",2.5,2.5,5
9001,"Optical    fibres and optical fibre bundles; optical fibre cables other than those of    heading 8544; sheets and plates of polarising material; prisms, mirrors and    other optical elements, of any material, unmounted, other than such elements    of glass not optically worked",9,9,18
9002,"Lenses,    prisms, mirrors and other optical elements, of any material, mounted, being    parts of or fittings for instruments or apparatus, other than such elements    of glass not optically worked [other than intraocular lens]",9,9,18
9003,"Frames    and mountings for spectacles, goggles or the like, and parts thereof",6,6,12
9004,"Spectacles,    corrective [other than goggles for correcting vision]",6,6,12
9005,"Binoculars,    monoculars, other optical telescopes, and mountings therefor; other    astronomical instruments and mountings therefor, but not including    instruments for radio-astronomy",9,9,18
9006,Photographic    (other than cinematographic) cameras  photographic flashlight apparatus and    flashbulbs other than discharge lamps of heading 8539,9,9,18
9007,"Cinematographic    cameras and projectors, whether or not incorporating sound recording or    reproducing apparatus",9,9,18
9008,"Image    projectors, other than cinematographic; photographic (other than    cinematographic) enlargers and reducers",9,9,18
9010,"Apparatus    and equipment for photographic (including cinematographic) laboratories, not    specified or included elsewhere in this Chapter; negatoscopes; projection    screens",9,9,18
9011,"Compound    optical microscopes, including those for photomicrography    cinephotomicrography or microprojection",9,9,18
9012,Microscopes    other than optical microscopes,9,9,18
9013,"Liquid    crystal devices not constituting articles provided for more specifically in    other headings; lasers, other than laser diodes; other optical appliances and    instruments, not specified or included elsewhere in this Chapter",9,9,18
9014,Direction    finding compasses,9,9,18
9015,"Surveying    (including photogrammetrical surveying), hydrographic, oceanographic,    hydrological, meteorological or geophysical instruments and appliances,    excluding compasses; rangefinders",9,9,18
9016,"Balances    of a sensitivity of 5 cg or better, with or without weights",9,9,18
9017,"Instruments    for measuring length, for use in the hand (for example, measuring rods and    tapes, micrometers, callipers), not specified or included elsewhere in the    chapter",9,9,18
9018,"Instruments    and appliances used in medical, surgical, dental or veterinary sciences,    including scintigraphic apparatus, other electro-medical apparatus and    sight-testing instruments",6,6,12
9019,"Mechano-therapy    appliances; massage apparatus; psychological aptitude-testing apparatus;    ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or    other therapeutic respiration apparatus",6,6,12
9020,"Other    breathing appliances and gas masks, excluding protective masks having neither    mechanical parts nor replaceable filters",6,6,12
9021,"Splints    and other fracture appliances; artificial parts of the body; other appliances    which are worn or carried, or implanted in the body, to compensate for a    defect or disability; intraocular lens [other than orthopaedic appliances,    such as crutches, surgical belts, and trusses, hearing aids]",6,6,12
9022,"Apparatus    based on the use of X-rays or of alpha, beta or gamma radiations [other than    those for medical, surgical, dental or veterinary uses], including    radiography or radiotherapy apparatus, X-ray tubes and other X-ray    generators, high tension generators, control panels and desks, screens,    examinations or treatment tables, chairs and the like",9,9,18
9023,"Instruments,    apparatus and models, designed for demonstrational purposes (for example, in    education or exhibitions), unsuitable for other uses",9,9,18
9024,"Machines    and appliances for testing the hardness, strength, compressibility,    elasticity or other mechanical properties of materials (for example, metals,    wood, textiles, paper, plastics)",9,9,18
9025,"Hydrometers    and similar floating instruments, thermometers, pyrometers, barometers,    hygrometers and psychrometers, recording or not, and any combination of these    instruments",9,9,18
